4.263250000000000000e+04,1.971150000000000000e+04,1.284600000000000000e+04,9.531000000000000000e+03,7.576000000000000000e+03,6.285500000000000000e+03
4.325800000000000000e+04,1.983300000000000000e+04,1.289650000000000000e+04,9.558500000000000000e+03,7.593500000000000000e+03,6.298000000000000000e+03
4.396850000000000000e+04,1.996650000000000000e+04,1.295200000000000000e+04,9.589000000000000000e+03,7.612500000000000000e+03,6.311500000000000000e+03
4.477950000000000000e+04,2.011400000000000000e+04,1.301250000000000000e+04,9.622000000000000000e+03,7.633500000000000000e+03,6.326000000000000000e+03
4.571250000000000000e+04,2.027750000000000000e+04,1.307900000000000000e+04,9.658500000000000000e+03,7.656500000000000000e+03,6.341500000000000000e+03
4.679550000000000000e+04,2.045850000000000000e+04,1.315200000000000000e+04,9.698000000000000000e+03,7.681500000000000000e+03,6.359000000000000000e+03
4.806500000000000000e+04,2.066000000000000000e+04,1.323250000000000000e+04,9.741000000000000000e+03,7.708500000000000000e+03,6.377500000000000000e+03
4.957400000000000000e+04,2.088450000000000000e+04,1.332050000000000000e+04,9.788500000000000000e+03,7.738500000000000000e+03,6.398000000000000000e+03
5.139700000000000000e+04,2.113600000000000000e+04,1.341800000000000000e+04,9.840500000000000000e+03,7.770500000000000000e+03,6.420500000000000000e+03
5.364550000000000000e+04,2.141850000000000000e+04,1.352600000000000000e+04,9.897500000000000000e+03,7.806000000000000000e+03,6.444500000000000000e+03
5.650150000000000000e+04,2.173800000000000000e+04,1.364550000000000000e+04,9.960000000000000000e+03,7.845000000000000000e+03,6.471000000000000000e+03
6.027950000000000000e+04,2.210000000000000000e+04,1.377850000000000000e+04,1.002950000000000000e+04,7.887500000000000000e+03,6.500000000000000000e+03
6.560400000000000000e+04,2.251400000000000000e+04,1.392650000000000000e+04,1.010550000000000000e+04,7.934500000000000000e+03,6.532000000000000000e+03
7.399050000000000000e+04,2.299000000000000000e+04,1.409200000000000000e+04,1.019000000000000000e+04,7.986000000000000000e+03,6.567000000000000000e+03
9.111250000000000000e+04,2.354250000000000000e+04,1.427800000000000000e+04,1.028400000000000000e+04,8.043000000000000000e+03,6.605000000000000000e+03
