4.776954240356474475e+04,6.421216403992275445e+04,6.321083712962035497e+04,6.220666513886840403e+04,6.119955436835653381e+04,6.018940710533513629e+04
4.680252730792688089e+04,6.659674043826101115e+04,6.562211016300636402e+04,6.464522533240995108e+04,6.366601467479312851e+04,6.268440412892459426e+04
4.585998316891362629e+04,6.905325575099140406e+04,6.810420486472196353e+04,6.715341061617380183e+04,6.620081924733938649e+04,6.524637507355918933e+04
4.494146421532320528e+04,7.158364619954909722e+04,7.065911597663443536e+04,6.973328441192052560e+04,6.880611138174742518e+04,6.787755544161655416e+04
4.404654552024880104e+04,7.324115025579431676e+04,7.328884702154084516e+04,7.238691364799535950e+04,7.148403104149337742e+04,7.058016875367058674e+04
4.317481572929466347e+04,7.173193292266660137e+04,7.599540932418164448e+04,7.511636834846001875e+04,7.423671525296526670e+04,7.335642804219730897e+04
4.232588221072546730e+04,7.025947200718575914e+04,7.878082081330433721e+04,7.792372092841559788e+04,7.706629809201956959e+04,7.620853676925321633e+04
4.149936175611997896e+04,6.882319096670868748e+04,8.164710460677839001e+04,8.081104520888005209e+04,7.997491029402510321e+04,7.913868922956737515e+04
4.069488491424692620e+04,6.742252438350534067e+04,8.459628737984360487e+04,8.378041516073892126e+04,8.296467851229749795e+04,8.214907048743384075e+04
3.991208992115247383e+04,6.605691426780652546e+04,8.763039751498127589e+04,8.683390338410333788e+04,8.603772424383748148e+04,8.524185588532930706e+04
3.915062401558685815e+04,6.472581014861077711e+04,8.667425018946175987e+04,8.997357932668535796e+04,8.919616243634890998e+04,8.841921015372007969e+04
3.841013864041770285e+04,6.342866638253440033e+04,8.491181169544858858e+04,9.320150724247185281e+04,9.244209978643710201e+04,9.168328614460336394e+04
3.769029068662291684e+04,6.216494237711543974e+04,8.319245168881252175e+04,9.651974388999122311e+04,9.577763273543609830e+04,9.503622320562896493e+04
3.699074035376981192e+04,6.093410132903187332e+04,8.151549181300992495e+04,9.993033596778388892e+04,9.920484516645387339e+04,9.848014520699961577e+04
3.631114914239475183e+04,5.973560919500641467e+04,7.988025910030443629e+04,9.802942967991442129e+04,1.027258058037943993e+05,1.020171582294460677e+05
3.565118096068516752e+04,5.856893498059093690e+04,7.828608605142790475e+04,9.605741037245024927e+04,1.063425653138847265e+05,1.056493479183558229e+05
3.501049898091849900e+04,5.743354942394489626e+04,7.673230997071413731e+04,9.413333927717075858e+04,1.100571531051343773e+05,1.093787765064786363e+05
3.438876649134385661e+04,5.632892530886351597e+04,7.521827309643583430e+04,9.225645691221643938e+04,1.079796972734260344e+05,1.132074795054467104e+05
