2.667108981671924539e+02,3.499999999999849933e+02,3.499999999999849933e+02,3.499999999999849933e+02,3.499999999999849933e+02,3.499999999999849933e+02
1.704002208899552784e+02,2.499419067799439631e+02,3.164830848970593138e+02,3.499999999999849933e+02,3.499999999999849933e+02,3.499999999999849933e+02
1.139088672562608195e+02,1.597354041325747289e+02,1.981489592890886513e+02,2.324320692257761323e+02,2.639401256353916096e+02,2.934002121918536545e+02
8.105353341907650133e+01,1.075207521462950666e+02,1.297189246146939183e+02,1.495324312708839045e+02,1.677427260284964063e+02,1.847695850574346537e+02
6.204060383728131711e+01,7.733691592091335565e+01,9.016668448982844097e+01,1.016182653307592005e+02,1.121432519268742709e+02,1.219842521066835417e+02
5.105068194978478857e+01,5.989146843682314625e+01,6.730668015117184666e+01,7.392534213061314574e+01,8.000846113610712962e+01,8.569625700563048554e+01
4.469883196488684263e+01,4.980853501196796884e+01,5.409429964962900073e+01,5.791968300414742288e+01,6.143553896709793349e+01,6.472291029844811305e+01
4.102765772078938511e+01,4.398090915492452524e+01,4.645794949286905506e+01,4.866890358819591711e+01,5.070096035727322459e+01,5.260096002641609658e+01
3.890583175527969928e+01,4.061272038517834204e+01,4.204437362667621159e+01,4.332223719187123834e+01,4.449670359671439712e+01,4.559484505347827366e+01
3.767948151185289163e+01,3.866601071867962958e+01,3.949346232392565526e+01,4.023202821939330676e+01,4.091083373166821957e+01,4.154552576801341246e+01
3.697068873431152980e+01,3.754087231798212798e+01,3.801911393346428980e+01,3.844598233851556301e+01,3.883831107741750088e+01,3.920514358202681393e+01
3.656102827704201985e+01,3.689057687716221778e+01,3.716698584335304645e+01,3.741370267166751518e+01,3.764045663371555861e+01,3.785247455537221128e+01
3.632425711406683178e+01,3.651472608397180863e+01,3.667448197747273753e+01,3.681707672717374180e+01,3.694813355326400739e+01,3.707067340057520255e+01
3.618741065348160646e+01,3.629749586848542009e+01,3.638982986857224233e+01,3.647224525458685918e+01,3.654799207510190939e+01,3.661881634345488123e+01
3.610831760203500096e+01,3.617194347541580868e+01,3.622530969174253102e+01,3.627294325375291351e+01,3.631672258970704092e+01,3.635765684168953271e+01
